MAHS,Toan,Van,NgoaiNgu
53005041,7.6,7.5,3.8
53004498,8.2,7.25,6.8
53006635,7.8,6.5,2.6
53002261,7.6,6.25,3.6
53009567,5.6,6,2.8
53011902,4.4,5.75,2.2
53014098,7.6,8.5,6.2
53011340,7,6.5,4.8
53007109,8.2,7,3.8
53000337,7.4,6.5,6.6
53002510,4.4,5.5,3
53003493,8.2,7.5,8.4
53011603,6.8,6.5,5.4
53012880,7.4,4.75,5.6
53003541,9.4,7.75,5.8
53007060,8.2,7.5,5.2
53010272,8.6,8.17,4.2
53007846,7,7.25,3
53000101,7.2,7.25,6.2
53003669,8.4,7.75,7.4
53007978,7.4,6.25,6.4
53010326,8.2,5,4.8
53011957,8,6.75,4.4
53006393,7.8,6.75,3.2
53013273,7.4,6.5,5.6
53000246,6.8,7.5,5.4
53012279,7,6.5,4.4
53003490,7,8,5
53008277,4.4,5.5,3.4
53000547,8.4,8,5.2
53007061,7.6,7,4.8
53006415,6,3.75,1.2
53011182,7.2,7,6
53012944,8.8,7.5,5.4
53005677,7.4,6.5,3.8
53007897,5,6.5,4.6
53005659,7.6,8,4.2
53013850,6.6,6.75,2.6
53002437,7.2,7.5,3.2
53005442,7.4,7.5,5
53011322,8.2,8.5,6.2
53012079,5.4,7.25,4.8
53000967,5.6,7.5,3.2
53008024,7.6,7.5,4.6
53003061,7.4,8.75,6.6
53014113,8,7,3.8
53003334,8,6.5,5.4
53010708,6.4,6.75,3.2
53012403,8,7.75,6.4
53006251,8,8,5.8
53006229,7,6.25,6
53011855,7.4,7.5,4
53002684,8.6,8.25,6.2
53006103,6.6,7,3.4
53009799,8.6,7.75,6.6
53002026,7.2,6,4
53012367,4,6.25,2.6
53010292,8.4,6,3.8
53009615,8.2,6.75,4.2
53002247,5.8,5.75,3
53013730,7.8,6.5,5.2
53003842,7.2,7.5,3.8
53006980,8.6,8,6.6
53010087,7.8,7.25,3.8
53005027,6,5.25,2.2
53005586,7.4,7.75,6
53003778,6.4,7.75,4.2
53011600,9,8,6.4
53006356,7.8,8.5,6.8
53001870,6.6,8.75,4.2
53013712,6.8,7,3.8
53013130,7.8,6,3.8
53006470,8.4,7.5,8
53003154,7.6,8,4.2
53008270,7,8.25,6.2
53012724,9.4,7,9
53010688,6.4,6.5,3
53011843,7.8,7,5.2
53005030,6.6,6.75,3.2
53013844,7.6,7.25,5
53001727,7.4,8,4.2
53012807,7.4,5.5,3.6
53007206,8.2,8,8.2
53012639,8.8,7.5,4
53013100,6.8,7.75,3.8
53003034,2.8,7,3.2
53002149,8.2,8,5.8
53005082,8.2,6,5.8
53002201,8.8,8.25,5.6
53013180,6.6,6,3.2
53012048,6.6,7.75,5.4
53009795,8.8,7.75,8.2
53002202,9,8.5,4.8
53001747,7,7.25,3.6
53002038,8.2,7.5,3.6
53001672,6.8,7.75,4
53009899,5.8,8,3.4
53006326,8.4,7.5,4.8
53013387,8.6,8.25,7
53005565,7.8,7,7.2
53007697,7.8,7,7
53002050,8.8,9,8.2
53014078,9,8.5,7
53003870,5.8,7.25,5.2
53000005,8.6,7.75,4.8
53002621,3,6.25,2.8
53013672,8,8,5.2
53009505,6.2,6.5,5.6
53004082,8.6,7.75,5
53005803,8.2,6,3.8
53001697,6.8,5.75,2
53005708,4.8,5.75,3.2
53003332,9,7.75,5.4
53014296,7.8,5.5,4.4
53007762,8.8,6.08,3.6
53004349,7.8,7.5,5
53003865,5.6,6.75,4.6
53008647,9.2,6,5.2
53007770,7.6,7.5,4
53012040,8,5.67,5
53001462,8.4,7.75,7
53004353,3,5.25,3.4
53010638,7.8,7.5,3.4
53003022,8.2,7.75,4.4
53009720,8,6.75,5.8
53007547,7.8,7.5,5.8
53013357,8.2,6,4.6
53010022,8.8,7.5,5.2
53010786,6,7.5,4
53002274,5.4,6,2
53014186,7.8,7.25,7.2
53001871,7.4,7.5,5.8
53003060,8,7,3.2
53008064,9,4.25,4.6
53006203,8.6,7.75,5.2
53000812,8.4,6,4.8
53010318,5,5.75,3.6
53013827,6,6.75,3.4
53011385,9.2,8.25,5.8
53010113,8.2,7.17,5.6
53006463,8.4,7.75,7.8
53000274,6.4,6.75,3
53012616,6.8,8,6.4
53006131,8.6,8.25,8.8
53008904,9,7.75,7.8
53012502,7.4,7.5,3.6
53006718,2.8,5.33,2.6
53004806,6,6,4
53001786,7.8,7,5
53010541,7.2,8.5,5.4
53010355,7.4,7.5,5.6
53010127,6,6.5,4.2
53012499,8.2,7.25,6
53000176,7,6.5,4
53000081,6.4,7.75,4.6
53005179,7,7.5,3.4
53006615,5,6,3.6
53013525,9,7.75,6.2
53000943,6,6,2.4
53009765,6.8,7.5,5.4
53013807,6,6.25,3.8
53000327,8.8,8,5.8
53007971,2,3,2.6
53012153,7.2,7.17,6.4
53013839,6.8,6.5,2.6
53000065,8,6.75,4.6
53003131,7,6.75,4.4
53009610,9,7.5,6.8
53006815,6.4,5.75,2.8
53003741,9,7.75,4.2
53012513,6.2,6.75,2.4
53000459,7,8,5
53007140,8.8,8,6
53007867,7.6,7.25,4.4
53005833,7.6,6.5,3
53013436,7.4,6.25,3.2
53010092,8.6,7.5,4.8
53005154,5.6,4,3
53002565,7.4,5.75,3.2
53012123,5,7,2.8
53009489,8.2,6.5,4
53000354,4.8,6.5,2.8
53000667,6.8,7.5,7
53005615,6.6,7.25,2.2
53006566,7.8,8,6.4
53009347,7,6,4
53003409,9,6.75,6.2
53011563,5.6,5.75,3.4
53005249,6,5,2.6
53012022,8,8.25,6.8
53005242,7,6,5.8
53009606,8.6,8,5.6
53009856,9.2,7.75,6.4
53012766,8,8.5,5.2
53008082,7.4,6.5,5.6
53012610,6.4,6.75,3.4
53010698,6.4,6.5,2.2
53001122,5.6,5.75,3
53000018,6.2,6.5,5.6
53003833,6.8,8.25,3
53008145,8,7,4.2
53013971,5.6,6.25,2.6
53010542,5.6,7,2.8
53012017,7.2,7.25,5.8
53013944,5.8,6.75,3.2
53009617,7.6,7.25,4.2
53004026,7.8,6,5.2
53011436,6.8,6.25,3.8
53002321,7.4,6,3.2
53006529,6.2,5.5,1.6
53010735,7.2,7.25,3.8
53000609,6.2,6.25,4.6
53002370,7.8,7.25,4.4
53007407,8.6,5.75,6.4
53004888,7.2,6.75,2.2
53011469,7.6,7,3.8
53004393,7.4,6.5,3.2
53001003,7.4,8,4.8
53007123,9,8.25,5.4
53009590,8.6,6.75,5.4
53004620,7.6,8.25,4.4
53004690,7.6,8,6.6
53008400,9,6.5,5.8
53006832,2.4,2.5,3
53005404,5.6,6.25,2.8
53011333,9.2,8.75,4.8
53011771,8.4,6.25,4
53011269,6.4,7,3.8
53009438,8.6,7.75,9
53010885,7.4,7.25,5.6
53010567,5,6,3.4
53001441,8.2,7.5,6.2
53001303,8.8,5.25,4.6
53006169,7.8,6.75,3.6
53006434,6,4.5,3.4
53001960,8.2,7.75,8.2
53008490,9,7,6.8
53000132,7.4,8,5
53001074,7.4,7,6
53000903,8.6,7,5
53001733,7.2,7.5,5.4
53011029,6,5.5,2.2
53007301,7.4,8,7.4
53004421,4.4,5.75,2
53006216,7,7.5,4.4
53002812,6.6,5.75,3.4
53012131,5.4,8,4.2
53002764,5.8,5.5,3.4
53004323,5.2,7,3.6
53013762,8,5.75,3.2
53003434,9,7.5,7.2
53002282,7,7.5,2.8
53005768,6.4,7,4
53004912,6.2,5,3.4
53000818,6.6,6.75,4.4
53006975,6.4,7,4.4
53007490,8.8,7,7.2
53006581,7.8,8.25,6.4
53005550,6,6,3.8
53010001,9.4,8.25,9.4
53006948,3.6,4,3.4
53008224,8.2,7.25,4.8
53000917,7.6,6.75,4.2
53013854,8,7.5,4.4
53003201,9,6.5,7
53001164,4.4,6.75,3
53012128,7.4,6.25,5.2
53009488,8.2,7.25,5
53005150,4.8,5,3.8
53009721,8.8,7.5,3.4
53004831,8.4,7.5,5.4
53010651,8.6,7.5,4.6
53010397,7.4,6.75,6
53004617,5.8,5.25,2.6
53012560,7,6.5,3.8
53013518,6.4,7.25,4
53004217,6.6,6,4
53012305,6.8,7.5,2.8
53004019,8.2,7.25,5.4
53014121,5.8,7,2.4
53006212,7.8,5.75,5
53012032,6.8,8.5,5.6
53005143,7.4,6.25,4
53002745,8.2,8.75,6.8
53013792,6.8,6,4
53001203,4.6,7,3.6
53003303,6,7.25,2
53013265,6.4,5.75,4
53006230,7.4,6.5,4.4
53004794,7.8,6,5.4
53009786,5.6,7,4.8
53014157,8.6,8,7.4
53006180,5.2,6.25,3.6
53013564,8.6,8,5.4
53010214,7,6.25,4.4
53011516,8.4,6.75,5.8
53000149,7.6,6.75,4.4
53003067,8.2,8.25,6.6
53000030,6.6,8.25,4.2
53007580,8.8,7.75,5.4
53007283,9.6,7.75,6.4
53005704,7.6,6.25,5.2
53004198,8,5.25,1.6
53007915,6.6,7.25,4.4
53011129,7.8,7,1.8
53011376,8.2,6.25,4.4
53005500,7.8,8,7.6
53001300,7.6,7,4.8
53000537,8.4,7.75,5.4
53006394,9.2,8.25,6.6
53009300,7.2,6.25,5.4
53000575,7.2,6,2.2
53010866,6.6,8.5,4
53002035,8.6,7,5
53001437,7.8,8,3.8
53002138,7.8,6.25,2.2
53004636,7.8,6,5
53008509,8.4,7,6
53009553,4,7,3.8
53004769,7.2,7,3.8
53001828,7.4,8,3.8
53013873,8.6,7.75,5.2
53006509,6.8,7.75,7.2
53001348,7.6,6.5,4.4
53004533,6.8,7,3.6
53001152,8.4,7.08,6.6
53012765,8,7.25,4.6
53010903,6.8,6,3.8
53011780,7,7,4.2
53011187,5.8,3.75,3.4
53002985,7.6,7.25,5.2
53013408,9.2,8.25,6.6
53006345,8.2,8.25,3.8
53003245,7.2,7.5,6.2
53013191,5.6,5.75,2.6
53002022,8.6,5.25,3.6
53001840,8.8,8,8.2
53002423,6.8,6.5,5.6
53005195,3,3.75,2
53007815,6.2,6.25,3.6
53000382,6.4,6.25,4.2
53003996,7.4,7,4.4
53004338,7.2,6.5,3.8
53011552,9.4,8.25,6.8
53010442,7.2,7.75,4.2
53000911,6.6,6.25,3.4
53005222,7,7.75,6
53007114,7.4,8,6
53000324,8.8,6.25,3
53004694,3.8,5.5,1.8
53003751,7.2,7,4
53009800,7,7,4.2
53005829,7.6,8,5.6
53006304,6.8,7.75,4.2
53011177,4.6,6,4.4
53000498,6.2,6.5,3.6
53011837,8.4,7.5,4.2
53009852,7.4,8,6.8
53003597,7,7.5,4.6
53002460,7.2,6.75,3.4
53005402,6.4,6.75,4.4
53010158,7.2,7.75,6.2
53010201,8.4,5.75,5
53007204,8.4,6.5,6.8
53014031,8,8,5.4
53006882,6,7,4
53012494,8.2,8,7.2
53003908,7.4,6.75,3.2
53007095,9,8.25,4.6
53013380,6.4,5.75,3.6
53000204,6.6,6,5.4
53001227,5.8,4.75,5.4
53013695,6.8,6.5,3.2
53002740,8,6.5,2.6
53006758,6.2,7.75,5.4
53000665,6,5.5,2.8
53008574,9.2,7.25,6.2
53000209,9,8.5,7.4
53003044,7.2,5.75,4.2
53012630,5.4,5.25,2.2
53013756,7.8,7.5,5
53011406,6.6,7,3.2
53006577,6.6,6,2.2
53000342,7.8,8.25,7
53011372,7.2,6.5,4.4
53005511,8.6,8.25,5.4
53006710,5.2,6.5,6
53008140,7,6.5,5.4
53009695,7.4,7,4
53010833,7,7.75,2.6
53007804,8.8,6,4
53000385,4.4,7.5,3.4
53013043,5.2,6.25,2.4
53012082,7,7,4.4
53001447,8.4,6.75,4.6
53007290,7.4,7,8
53009788,7.2,8,6.6
53013226,8.6,7.5,5.4
53001009,6.4,6.75,3.2
53010078,6.2,7.5,3.4
53003058,8.2,7.25,7.2
53006054,6.4,4,2.8
53011604,6.8,7.5,3.6
53010778,6.2,6.75,3.6
53006047,4.6,6,2
53001776,9.2,7,6
53012309,8,7.5,4.8
53009140,7.2,6.5,4.6
53006301,6.8,8.25,4.6
53008805,8.4,7.25,9.2
53000073,7.6,7,4.8
53003856,5.6,5.5,3
53001207,3,5.5,2.2
53013673,8,7.5,4.8
53001839,8.8,7,3.6
53007857,7.6,5.5,7.4
53012116,8,6.25,3.6
53007723,8.8,8,6.4
53008383,7.4,6.5,4.4
53001470,3.8,7.75,5.2
53010077,7.8,8,6
53011992,8.2,7.75,4.6
53006377,6.8,8,5.8
53000869,7,7.25,2.2
53006210,7.4,8.5,6
53010046,6.2,6,5.2
53010484,7.8,6.25,4.2
53002971,7,6.75,5.6
53014057,7.8,7.75,6.8
53000187,9.2,5.5,7.6
53010393,8.2,7,6.2
53013811,8,6.75,4.2
53009519,7.4,6,3.8
53012088,7.4,7.25,4.2
53006757,7,6.25,3.8
53006805,4.2,6.5,3.6
53004955,5.4,6.75,2.4
53003052,7.6,7,4
53003212,8.2,6.5,6.4
53006159,7,7.5,6
53003182,7.6,8.5,6.4
53010072,6.8,7.25,3.6
53014262,7.4,7.25,5.6
53013253,6.6,6,3.8
53000067,8.6,7.25,4.8
53012107,8.8,7.5,5.8
53005178,6.8,3,2.8
53003357,7,8,5.8
53012385,3.4,5,2.2
53004625,6.4,7.75,3
53005026,9.2,6.5,5.8
53004965,7.4,7.5,8.6
53007769,4.2,4.75,5.8
53010285,8.4,6.25,4.2
53001145,7,6,3.6
53005323,7.6,7,2.4
53013459,8,8.75,4.4
53001584,7.4,6.5,3.2
53012585,7.8,7.25,5
53010957,7.8,6.5,4.4
53010653,4.4,5.75,2.2
53005876,8,6.75,6.8
53010927,7.2,7.25,5.4
53001353,8,6.5,7.4
53013384,9,6.75,7
53010629,7.2,7.25,3.6
53002913,4.4,5.75,3.4
53010932,7.2,5.75,2.2
53005335,7.8,6,1.8
53006087,8,7.75,4.6
53008227,8.4,8.25,5
53005055,5,6,4
53007256,8.4,7.5,5.2
53002497,7.6,7.5,3.4
53013052,7,5.5,1.8
53009258,7.4,6.5,3.2
53003452,6.6,8,3.8
53003930,9,7.75,7.2
53013948,8.2,8,5
53012916,9.2,7,9.4
53005557,7.6,5.75,4.6
53005005,8.2,7.5,4.4
53002570,7.6,7.5,5.2
53007886,8,8.5,5.6
53010921,6.8,7.25,3.6
53014211,6.8,5.75,3
53004623,8.2,6.75,5
53009424,6.2,5.75,1.6
53006344,7.2,7.25,5
53001978,8.2,5.25,4
53004190,7.4,6.5,4.2
53006271,4.6,7.25,3.4
53009677,7.6,7.5,3.2
53011570,5,6,3.6
53005258,8.4,7,6.8
53001355,7.2,5.25,2.4
53009708,9,5.75,4.2
53012420,8.8,7.25,6.2
53010608,7.2,5.75,5
53010933,4.4,5.75,2.4
53002235,6.6,5,4
53011874,6.4,7.75,5.6
53007933,8.6,6.25,6
53010640,5.6,7.25,3.8
53007046,8,8.75,6.8
53010684,6.4,7,1.4
53003371,6.4,8,5.6
53004508,7.4,7.75,4
53005344,5.4,4.75,2.8
53011150,8,8,8.2
53010902,8.8,6,5.2
53010129,9.2,7.5,6.4
53010278,2.4,5.5,3.4
53010382,4.2,7,4
53005687,6.8,7.5,5.2
53000567,7.6,7,4
53002710,7,5.75,3
53002323,4.4,8,3.6
53010906,5.8,8,2.4
53009212,6.4,5.75,4.4
53004167,6.4,5.25,3.6
53009729,8.4,7.75,4.8
53013300,8.4,6.25,4.2
53012569,8,7.75,8.2
53012708,8.8,7.5,4.8
53005751,7.4,7,3.4
53006930,5,6.25,3.4
53001510,8.8,6.75,4.4
53001498,7.6,6.25,4.4
53000901,5.2,5.5,2.8
53011188,7.8,6.75,6.4
53000515,7.4,7.75,5.6
53011233,8,6.25,6
53014162,6.2,6.75,4.6
53001039,5,6.75,3.8
53003918,6.4,5.75,3.6
53005266,7.6,7.25,4
53000909,6.8,6.25,3
53013324,5,6.75,3.8
53000054,8.4,8,4
53001974,9,7.5,5.4
53005806,6.4,8.25,5.2
53006616,4.6,5.75,2.8
53008589,7.2,6.25,3
53005133,5.6,5.5,2.4
53003014,6,7.25,2.4
53013230,7.8,7.25,5
53002471,7.2,6.75,4.2
53002753,7.6,8.75,5.8
53008404,3.6,4.25,2.2
53010411,5.8,7,2.6
53011389,8.8,8.33,6.2
53005660,9,6,7.2
53004509,5.8,5.5,3
53012313,8,7.5,9.4
53005719,7.8,7.5,4.4
53012294,6,7.75,5.2
53011345,7,7.5,2.4
53011161,7.2,8.5,5
53004903,6.2,7.5,2.8
53010512,9,8.75,7.2
53005765,4.4,6.5,3.4
53001834,6.8,8.25,4.6
53009310,7,7.5,3.6
53013697,6,7.5,4.8
53004042,7,7,4.2
53003965,6.6,6.75,2.4
53007892,7.2,6.25,4.2
53011514,8.8,6,3.6
53006598,7.4,7,4.4
53011457,8.8,6.75,5.2
53009334,6.4,6.25,4.2
53010750,4.6,6.75,3.6
53002819,7.6,7,3.8
53004154,6.6,7.5,2.8
53000225,8.2,8.25,7.2
53001724,7.6,8.75,7.2
53002863,5.4,5.75,3.4
53007230,7.6,7.5,6
53014215,5.4,7.5,5
53000687,7,6.75,2.6
53002144,8.4,7.5,4.6
53011677,6.8,7.75,5.6
53002562,6,5.25,3.4
53012281,9.4,7,4.6
53005416,5.2,5.25,2
53008283,4.6,4.25,3.4
53013727,7.8,8,3.4
53013996,8.8,7.75,7.4
53002945,7,5.75,3.2
53007564,9,8.75,6.6
53011464,5.6,6,3.2
53013090,6.2,8.5,2.8
53008810,7.6,6.25,4
53006273,9.2,7.5,5.8
53003739,8.6,7.75,6.2
53005797,8.2,8.25,5
53005633,7.8,8,7.6
53008454,6.2,3.25,5.2
53013168,6,4.25,2.2
53010032,6.8,6.75,5
53010062,4.8,6,3.2
53011128,7.4,5.5,4.8
53008268,6,6.25,5
53002134,7.4,6.75,2.8
53002905,7.8,6.5,4.8
53011815,9.2,7.5,3.8
53012732,9.6,6.75,6.8
53005962,9,6.75,5.2
53005979,6.6,7.75,3.6
53011861,6.6,7.75,4.2
53011913,6,6.75,3.4
53007138,8.6,8.25,6.8
53004667,6.4,5.75,1.4
53003689,7.8,7,5.2
53006311,8.8,6.5,6.4
53010980,6.6,6.75,4.6
53000136,8.4,7,8.8
53010630,6.6,7.25,3
53013383,8.8,5.5,5.2
53013143,6,8.5,3.2
53001024,4,6.5,2.2
53004497,6.2,7.75,2.6
53004722,5.6,6.25,3.6
53007873,8.4,7.5,4.8
53002609,8.4,7.25,3.2
53009938,8.4,7,4.8
53010026,8,7,5.8
53010178,8.4,8.75,7.8
53011982,6.6,7.5,3.4
53010846,4.8,7,3.2
53013834,6.4,7,5.2
53009217,7.2,5.75,6.6
53007171,8.6,6.25,7
53007361,9,8,8.4
53009718,8.4,8,6
53003307,8.2,7,5.6
53009598,6,7.75,3
53005018,8.2,7.5,6.6
53003112,6.8,8,5.4
53005295,5,5.5,3.2
53000998,5.4,7.25,3.8
53011438,6.8,7.25,5.6
53005871,6.2,6.5,5.4
53002872,5.8,7.5,3.8
53004258,5.4,5.75,1.8
53011146,7.2,7.25,7
53008985,8.8,8.25,7.4
53011096,5.4,4.25,2.6
53013323,9,7.5,6.4
53011989,7.8,6,4.4
53008296,6.8,5.25,4.8
53004408,7.8,6.58,4.8
53013676,9.2,6.75,5.8
53005286,8.2,8.25,6.2
53012089,7.2,7.25,4.8
53003917,7.4,7,5
53003969,6.6,7.75,6.8
53011943,7.2,6.25,3.4
53013078,6.6,7.25,5.2
53011509,6.4,6.25,3
53006004,7.6,5.5,2.4
53003736,8.8,8.25,6.2
53001326,4.6,5.5,3.4
53001777,6.8,4.5,4
53006272,8.4,6.33,8
53000646,6.8,7,2.6
53001146,8.6,8,5.4
53000937,5.8,5.25,3.2
53010052,5.4,6.25,3.8
53009480,8.6,8,8.4
53000625,8,7.5,4.4
53002762,6,7.5,4.4
53007881,5.6,5,3.2
53009023,7.8,5.75,2.4
53000093,7.4,6.25,3.2
53001110,5.8,6.5,3.2
53012241,7.6,6.75,2.8
53000216,7.8,7,5.2
53001382,8.4,8.25,7.2
53001446,8.6,6.33,4.8
53007724,8.8,7.5,9
53006672,5.6,5.5,3
53008280,7.4,7.25,4.4
53011550,6.8,6.75,2.2
53012316,6.8,7.25,3.4
53001142,3.2,7.08,3
53010477,6.4,6.75,3.4
53003606,7.8,8,4.4
53008608,9.2,6.75,5.8
53009529,7.4,8.5,6.6
53001853,6.8,8,5.2
53004813,4.2,6.75,4.6
53000199,7.4,6.25,5.2
53005131,8.6,7.75,5.4
53009753,8.4,8,5.4
53012363,8.6,6.75,3
53009864,9,7.5,4.6
53010449,8.6,7,6.8
53011798,8.6,5.5,4.6
53000152,7.4,6.75,4.2
53011240,7,7.25,4.2
53009748,9.2,6.25,5
53011980,5.2,6,4.8
53011501,7.2,6.5,4.8
53011183,6.2,7,4.4
53008459,8,8.25,9.4
53005247,7,6.5,6
53012461,7.4,7.5,5.4
53006342,8.8,7,5.6
53005878,5.8,6.5,2.2
53012150,7,8.75,5.8
53000794,8,7.25,5.4
53012702,8.6,8.25,5.8
53001363,4.4,4.5,4
53001268,8.8,8,5.8
53006551,6.6,6.25,3.6
53006915,5.8,6.5,3.4
53008017,7.2,6.5,4.2
53013953,6,6.75,3.2
53007345,8.2,8,6
53007942,7.4,6.75,4.6
53002935,7.6,8,5.2
53003440,7.8,8.17,7.8
53006531,8.6,6.25,4.2
53007759,8,6.75,3.4
53008640,8,7.75,8.2
53013511,8,6.5,6.6
53000733,4.6,6,2.2
53003050,7.4,8,4.4
53011590,7,6.75,4.8
53004216,4.8,7.25,4
53011701,8.4,8.5,6
53009205,7,6.75,5
53008147,7.2,5,4
53006036,7.4,7.25,4
53008005,8.4,5,5.6
53013703,9.2,8.25,5
53009492,7.8,6,3.4
53003344,6.4,7.75,4.6
53000210,7.2,8,6.4
53012030,7.4,7.5,4.4
53013025,5.2,5.5,2.2
53009691,8.6,5.25,6.6
53000328,8.4,8.5,5.4
53007554,9.2,7.5,8
53004659,7.6,7.5,4
53010310,6.4,6.75,3.4
53002661,6.8,7,2.4
53005674,6.4,6,4
53003049,7.6,7.25,5.6
53014177,7.2,7.25,3.6
53002189,8.2,7.5,5.4
53010356,7.6,7.75,5.4
53010685,7.6,6.25,4
53005261,5.6,5.5,3.2
53006773,6.8,7.75,2.8
53003531,5.8,7.25,4.8
53007152,8.8,7,5
53008761,9,7,7.4
53002128,8,7.75,7.6
53012303,6.6,7.25,6.2
53004775,6.2,5.25,2.8
53004056,9.2,7.75,7.4
53002887,8,7.25,3.8
53013678,8.6,6.5,5.4
53000670,6.2,7.75,3.2
53008891,8.8,7.25,8.6
53013264,8.4,7.5,5.8
53013104,6,8,2.6
53003938,6.2,5.5,3.4
53011132,7.4,7.25,2.4
53013422,6.8,6,4.2
53005330,7.6,5,3.8
53001740,9.2,8.5,8.4
53004589,5,6.25,2.2
53012338,6.8,8.25,5
53005373,9,7.25,6.2
53011880,6.2,8,3.8
53001232,6.4,6,3.4
53013677,5.6,5.75,2.4
53003453,7.2,8.25,6.6
53002951,8.6,6.75,3.2
53005031,7.4,7.75,4.8
53011696,9.2,7,8.4
53003376,8.8,7.5,6
53011562,5.2,6.25,3.2
53001869,8.8,7.5,5
53002989,8,8.25,5.6
53010057,9,7.5,8.8
53014257,7.2,7.25,7.2
53004563,8,7.5,3.2
53014114,5.8,6.75,3.4
53001770,8,8.75,8.8
53004712,4,5.75,3.6
53002524,6.6,5.75,3.2
53012711,8.8,7.5,7.8
53006803,7.6,6,4.4
53001896,6.2,6,7.2
53000430,8.8,8.25,7
53001186,6.2,5.75,3.6
53006669,3.8,5.5,3.2
53005313,8.8,8,8.4
53004025,8.2,8.75,6.2
53000159,8.2,7.5,4
53004854,5,7.5,3
53009762,4.8,7.75,4.2
53005743,7.6,7.5,5.6
53003041,7.4,7.5,4.6
53009305,8,6,6.2
53002354,7.2,7,4.8
53003945,8.6,6,5.8
53009571,7.4,8,4.2
53010784,5.2,5.25,2.6
53003767,7.6,8.25,6
53007917,8.8,8,4.6
53008019,7.2,6.75,3
53007654,9.4,7,6.2
53008183,2.6,5.75,3
53013161,4.2,5.25,4.4
53011179,6.8,7.25,3.6
53005078,6.2,7,4
53003092,8.4,7.75,4.8
53010219,9,7.5,5.8
53006995,8.6,7.5,5.2
53001341,8.6,6.75,4.4
53010307,3.4,5.5,2
53003803,8.8,6.25,6.4
53007051,8,8.25,4.8
53012632,7.2,6.75,5.2
53004191,5.8,7,2
53004381,6.6,6.25,3.4
53005091,7.4,6,3.4
53007616,8.2,7.5,6
53011910,6.6,6,5.4
53008964,5.4,5.25,2
53005447,8.8,7,7.2
53001448,7.4,4.5,3.8
53008235,8.4,6.25,4.4
53009953,8,5,5.4
53011263,7.4,7.5,3
53000524,6.8,8,3.8
53004412,7.2,7,4.2
53002263,5,6.5,3
53012923,5.6,5,3
53011290,8.4,7.75,5
53006128,9.2,7.75,6.2
53013545,9.4,7.5,8.8
53001231,6,5.75,2
53002112,7.6,8.5,6.4
53004031,8,7.75,6
53003373,9.2,6.5,8.4
53001673,8.6,8.5,5.8
53012781,5.6,6.25,4
53013002,4.2,5.25,2.4
53004997,7,8.25,5
53006559,8,7,4.8
53014173,5,8,5
53000806,7.6,8.25,5
53009348,6.6,6,4.6
53002907,7.4,6.75,3.4
53006494,6.6,6.25,3.6
53005493,9.2,8.5,6.8
53004366,6.4,6,4.2
53007765,8.2,5.25,5
53010263,8.6,7.25,4.8
53010374,6.4,5.25,2.8
53007993,7.4,5.75,4.4
53007128,9.2,7.5,8.8
53011814,8.2,7.75,5
53007453,8.8,7.25,6.4
53002031,7.4,7.5,5.6
53000947,6.2,6,2.6
53009392,4.8,7.25,3.8
53008107,7.6,7.75,2.6
53002544,7.4,7,5.4
53002697,6,6.5,3.4
53013576,7,7,5.2
53008304,8,8.5,6
53001098,9,8.25,8
53011811,7.6,5.5,5.2
53012881,8.6,6.75,4.2
53014298,6.8,6.25,4.8
53002468,6,5.5,4.4
53003232,8.4,7.25,6
53006798,7,6.5,3.2
53005588,7,7.25,5.6
53002625,5.6,7.5,3
53007853,5.2,5,2.6
53001633,7.6,7.75,8.2
53003017,8.4,6,4
53011003,8.2,7,3.2
53012154,6.4,8,4
53010380,6.6,6.5,4.8
53013749,6.6,7.5,3.8
53005515,7.6,5.25,2.8
53008044,7.4,8.25,4.6
53005857,5.4,6.75,4.2
53011291,6.2,5.75,4.4
53012931,7.2,6,3.6
53004078,8.8,7.25,8.8
53003875,7.4,6.75,5
53007305,8.2,8,6.8
53002163,7.4,7.25,3.6
53002561,5.4,6,4
53009869,7.2,8.25,4
53007069,8,7.25,5.4
53002442,7,7.5,3
53006495,7.6,7.75,6.4
53005272,7.2,7.25,4.6
53010679,7.2,6.5,2.8
53006449,8.8,7.75,8.2
53011097,8.2,6.25,4.2
53003463,8.6,8.5,6.2
53000885,7,6,3.6
53003506,7.6,7.5,7
53014089,7.6,8.25,6.8
53002042,7.4,7.25,7.6
53010468,7.6,6.75,4
53013916,7.4,6.5,5.8
53001280,8.2,6.5,4.6
53009745,8.2,7.75,5.2
53004551,8.8,7.25,6
53012182,7.2,7.75,6.4
53007669,8.6,7.75,7.4
53000522,5.2,7.25,3
53012272,8,6.5,5.4
53003294,7.8,6.25,6.6
53006223,8.4,7.25,5.2
53005646,9.6,8.25,7.8
53011490,6.8,5.25,4
53012790,6.2,7.5,5
53010082,6.2,7.75,6.4
53007690,7.4,7.5,7.2
53003086,8.6,7,7.8
53004182,6.4,7,5.6
53002657,8.4,7,3
53009547,7.6,6.5,4.4
53006580,7.8,7.75,7.6
53005613,8.4,7.5,4.4
53010582,7.6,7.5,5.8
53005830,8.8,6.25,5
53010713,7.4,6.25,4.4
53011277,8.4,7.5,5
53002763,5.6,6.75,2.6
53005280,8.6,6,5.6
53000932,4.6,5.75,4.4
53000510,7,6.5,3.2
53004899,8.4,8.5,6.6
53002043,9.2,7.5,5.6
53001885,7.4,6,4.8
